Date,Transaction Description,Category,Amount,Type,Month,Year
2022-10-03,Newspaper special general in go.,Salary,824.18,Expense,10,2022
2022-10-04,Office power company sister great.,Salary,982.51,Expense,10,2022
2022-10-04,Simple land bad party.,Investment,2306.0,Income,10,2022
2022-10-05,What than political up instead.,Travel,457.44,Expense,10,2022
2022-10-08,Support author class direction.,Salary,1135.64,Expense,10,2022
2022-10-10,Report painting house.,Salary,1103.96,Expense,10,2022
2022-10-12,Security minute late cold.,Investment,2694.0,Income,10,2022
2022-10-12,Road product wait.,Health & Fitness,1088.67,Expense,10,2022
2022-10-13,Cold billion as.,Salary,1097.24,Expense,10,2022
2022-10-19,Approach side model you billion.,Rent,1474.62,Expense,10,2022
2022-10-19,Pressure those.,Entertainment,602.44,Expense,10,2022
2022-10-20,Easy exist phone.,Salary,533.0,Expense,10,2022
2022-10-21,Stuff agreement professional team foot.,Rent,883.75,Expense,10,2022
2022-10-22,Window music evening know.,Entertainment,427.66,Expense,10,2022
2022-10-23,Opportunity lead see.,Health & Fitness,1723.49,Expense,10,2022
2022-10-25,Model police finally girl.,Shopping,340.3,Expense,10,2022
2022-10-28,Source kind hand.,Investment,2195.0,Income,10,2022
2022-10-30,Field a spring.,Health & Fitness,1069.24,Expense,10,2022
2022-10-31,Expert movement reach man.,Utilities,654.07,Expense,10,2022
2022-11-03,Across involve fall.,Travel,1149.74,Expense,11,2022
2022-11-04,Nature country.,Rent,279.82,Expense,11,2022
2022-11-05,House clear say hope.,Shopping,1838.35,Expense,11,2022
2022-11-07,Enjoy instead dream.,Utilities,1405.84,Expense,11,2022
2022-11-07,Possible mother especially.,Investment,3138.0,Income,11,2022
2022-11-09,Consumer face.,Shopping,984.02,Expense,11,2022
2022-11-10,Laugh red man fly charge.,Travel,1259.35,Expense,11,2022
2022-11-13,Control bill.,Rent,1270.92,Expense,11,2022
2022-11-14,Resource road do.,Rent,811.67,Expense,11,2022
2022-11-14,Management game.,Health & Fitness,914.84,Expense,11,2022
2022-11-15,Your less social form.,Food & Drink,1739.13,Expense,11,2022
2022-11-17,Entire hotel.,Rent,1464.55,Expense,11,2022
2022-11-17,Consider time economic high.,Health & Fitness,1701.71,Expense,11,2022
2022-11-18,Window research his.,Shopping,443.48,Expense,11,2022
2022-11-19,Scene almost leave.,Entertainment,994.48,Expense,11,2022
2022-11-21,Program decade home which view.,Travel,682.13,Expense,11,2022
2022-11-22,Rock seat near business loss.,Salary,1578.72,Expense,11,2022
2022-11-26,Growth appear project.,Food & Drink,101.43,Expense,11,2022
2022-11-26,Plan foot cold.,Salary,42.4,Expense,11,2022
2022-11-28,Build smile across among situation.,Utilities,888.16,Expense,11,2022
2022-11-28,Choice side eat matter rather.,Other,2157.0,Income,11,2022
2022-12-01,Art green child movie blue.,Utilities,1765.47,Expense,12,2022
2022-12-03,First next popular.,Travel,195.75,Expense,12,2022
2022-12-04,Run again help right.,Rent,749.97,Expense,12,2022
2022-12-05,Magazine join.,Utilities,113.06,Expense,12,2022
2022-12-05,Recent couple cost girl run.,Entertainment,864.17,Expense,12,2022
2022-12-07,Trial never attention choice fast.,Investment,508.0,Income,12,2022
2022-12-12,Happen a point here control.,Rent,274.07,Expense,12,2022
2022-12-13,Task simply draw return probably.,Salary,28.48,Expense,12,2022
2022-12-15,Couple raise she child.,Rent,1976.43,Expense,12,2022
2022-12-16,Important focus benefit probably.,Utilities,960.62,Expense,12,2022
2022-12-18,Condition all blood.,Rent,1464.22,Expense,12,2022
2022-12-22,All politics.,Other,3511.0,Income,12,2022
2022-12-28,Moment red eight hand.,Utilities,771.61,Expense,12,2022
2022-12-30,Us decade.,Utilities,1286.74,Expense,12,2022
2022-12-31,Life police.,Rent,1065.71,Expense,12,2022
2023-01-03,Sea three state some around.,Investment,4105.0,Income,1,2023
2023-01-04,American audience fight war whether.,Entertainment,1259.88,Expense,1,2023
2023-01-04,Rise mother.,Other,4124.0,Income,1,2023
2023-01-06,Moment eat personal.,Rent,1794.22,Expense,1,2023
2023-01-09,See indeed black police group.,Investment,3645.0,Income,1,2023
2023-01-10,Third coach congress husband.,Shopping,635.86,Expense,1,2023
2023-01-11,Move outside value.,Other,1190.0,Income,1,2023
2023-01-13,Yard foot he share issue.,Travel,1560.15,Expense,1,2023
2023-01-15,Drive nation heart nearly season.,Travel,418.84,Expense,1,2023
2023-01-16,Language however risk work.,Entertainment,1498.21,Expense,1,2023
2023-01-17,Career three according worker democrat.,Food & Drink,1569.77,Expense,1,2023
2023-01-18,Sign wall.,Entertainment,994.83,Expense,1,2023
2023-01-19,Memory number occur behind leave.,Other,1081.0,Income,1,2023
2023-01-19,Enter threat economic.,Food & Drink,1973.9,Expense,1,2023
2023-01-19,Begin hundred truth.,Utilities,779.81,Expense,1,2023
2023-01-19,Society common stay ready.,Shopping,737.17,Expense,1,2023
2023-01-19,Organization feel.,Salary,1909.36,Expense,1,2023
2023-01-20,Bad argue side girl.,Food & Drink,1178.85,Expense,1,2023
2023-01-21,Us building side section.,Investment,826.0,Income,1,2023
2023-01-21,Him fight american music change.,Shopping,1018.16,Expense,1,2023
2023-01-22,Check purpose young.,Shopping,852.91,Expense,1,2023
2023-01-23,Offer bed it skill challenge.,Utilities,562.16,Expense,1,2023
2023-01-23,Live seat.,Entertainment,1948.88,Expense,1,2023
2023-01-23,Energy huge its recently.,Other,3700.0,Income,1,2023
2023-01-24,Nice maintain present cultural.,Rent,627.24,Expense,1,2023
2023-01-24,Drug entire involve.,Entertainment,125.23,Expense,1,2023
2023-01-24,Both including.,Other,1450.0,Income,1,2023
2023-01-24,Couple general pretty show.,Food & Drink,625.49,Expense,1,2023
2023-01-24,Pattern wrong kind certainly.,Utilities,247.69,Expense,1,2023
2023-01-24,Current health serious.,Food & Drink,336.03,Expense,1,2023
2023-01-25,Science drug.,Travel,342.26,Expense,1,2023
2023-01-26,Add really born.,Other,1467.0,Income,1,2023
2023-01-27,Age decade mrs data.,Food & Drink,676.67,Expense,1,2023
2023-01-27,Nature performance yeah.,Rent,533.27,Expense,1,2023
2023-01-28,On professional analysis color.,Rent,997.33,Expense,1,2023
2023-01-29,Smile peace apply.,Food & Drink,1004.22,Expense,1,2023
2023-01-29,Home even.,Health & Fitness,323.05,Expense,1,2023
2023-01-30,Affect test.,Rent,464.52,Expense,1,2023
2023-01-31,Woman meet report.,Food & Drink,1718.79,Expense,1,2023
2023-01-31,Term mother cost may.,Investment,4364.0,Income,1,2023
2023-02-01,Unit again easy morning four.,Utilities,366.13,Expense,2,2023
2023-02-02,Adult range green.,Food & Drink,1110.2,Expense,2,2023
2023-02-03,You without every.,Shopping,456.79,Expense,2,2023
2023-02-06,Election hit yourself wrong want.,Health & Fitness,549.8,Expense,2,2023
2023-02-07,Charge today prevent.,Other,1478.0,Income,2,2023
2023-02-07,Minute question their rather.,Food & Drink,366.9,Expense,2,2023
2023-02-08,Of interview fine.,Food & Drink,1908.62,Expense,2,2023
2023-02-08,My deal catch must.,Other,2812.0,Income,2,2023
2023-02-09,Finally relate model.,Travel,661.33,Expense,2,2023
2023-02-12,Yet wish certain usually.,Food & Drink,744.15,Expense,2,2023
2023-02-13,Attack mouth rest contain.,Travel,1481.76,Expense,2,2023
2023-02-15,She they.,Health & Fitness,1187.46,Expense,2,2023
2023-02-16,Field seat start pm.,Entertainment,1467.6,Expense,2,2023
2023-02-18,Single blood continue.,Entertainment,309.63,Expense,2,2023
2023-02-20,Note discuss discussion reach grow.,Food & Drink,473.67,Expense,2,2023
2023-02-20,Maybe painting republican.,Food & Drink,1902.47,Expense,2,2023
2023-02-22,System man case.,Other,3019.0,Income,2,2023
2023-02-22,Allow share address.,Investment,3939.0,Income,2,2023
2023-02-24,Development provide dark daughter.,Food & Drink,1945.39,Expense,2,2023
2023-02-26,Term majority foot leader.,Other,1262.0,Income,2,2023
2023-02-26,If among save herself.,Investment,4757.0,Income,2,2023
2023-02-26,Particularly score order modern.,Health & Fitness,922.33,Expense,2,2023
2023-02-28,Body lead there there early.,Rent,1015.8,Expense,2,2023
2023-03-03,Worker always hold share.,Shopping,158.91,Expense,3,2023
2023-03-03,Fact huge fight.,Shopping,1328.26,Expense,3,2023
2023-03-05,Coach family try ready.,Other,2638.0,Income,3,2023
2023-03-05,Stop later reveal both.,Shopping,1404.44,Expense,3,2023
2023-03-05,Career including late condition opportunity.,Health & Fitness,910.99,Expense,3,2023
2023-03-07,Bed food possible represent.,Entertainment,280.86,Expense,3,2023
2023-03-08,Before relationship plant.,Rent,319.27,Expense,3,2023
2023-03-08,Religious risk window partner civil.,Other,3072.0,Income,3,2023
2023-03-08,Analysis color friend the.,Health & Fitness,1929.62,Expense,3,2023
2023-03-08,Than condition republican.,Travel,932.06,Expense,3,2023
2023-03-10,Finally shoulder land.,Rent,323.65,Expense,3,2023
2023-03-10,Together whether about.,Food & Drink,437.89,Expense,3,2023
2023-03-12,Learn talk.,Utilities,191.51,Expense,3,2023
2023-03-13,Part management.,Health & Fitness,798.53,Expense,3,2023
2023-03-13,Process law kind over according.,Other,2631.0,Income,3,2023
2023-03-13,People newspaper stay.,Utilities,71.85,Expense,3,2023
2023-03-15,Challenge president already.,Salary,1116.35,Expense,3,2023
2023-03-15,Study fear turn any indicate.,Rent,929.47,Expense,3,2023
2023-03-16,Public particularly reality.,Utilities,251.69,Expense,3,2023
2023-03-16,Concern lay often use behavior.,Investment,1570.0,Income,3,2023
2023-03-18,Happy her attack interview.,Other,3549.0,Income,3,2023
2023-03-18,Fall care.,Rent,1168.82,Expense,3,2023
2023-03-21,Money modern receive partner.,Rent,53.38,Expense,3,2023
2023-03-22,Role pick would low read.,Other,1555.0,Income,3,2023
2023-03-23,Participant first moment yet.,Other,1503.0,Income,3,2023
2023-03-23,Pass market role.,Other,914.0,Income,3,2023
2023-03-23,Space this discussion fact.,Other,3735.0,Income,3,2023
2023-03-24,Brother let.,Shopping,1369.59,Expense,3,2023
2023-03-27,Son yourself increase.,Investment,2033.0,Income,3,2023
2023-03-29,Night point action cut.,Salary,1768.01,Expense,3,2023
2023-03-30,So film media.,Investment,2917.0,Income,3,2023
2023-03-31,Box four.,Salary,131.35,Expense,3,2023
2023-03-31,Pattern ahead compare form full.,Utilities,844.28,Expense,3,2023
2023-04-01,Something population loss physical.,Entertainment,1265.2,Expense,4,2023
2023-04-01,Leg sport until argue.,Food & Drink,1978.91,Expense,4,2023
2023-04-04,North question new.,Health & Fitness,964.57,Expense,4,2023
2023-04-07,Officer forward trouble.,Health & Fitness,1826.23,Expense,4,2023
2023-04-08,Wide exactly.,Shopping,548.17,Expense,4,2023
2023-04-09,Worker phone success number.,Investment,740.0,Income,4,2023
2023-04-10,Organization ten seem.,Travel,126.6,Expense,4,2023
2023-04-10,Even beautiful.,Health & Fitness,1536.02,Expense,4,2023
2023-04-13,Later week democratic few.,Utilities,209.27,Expense,4,2023
2023-04-15,Size sing tree kitchen.,Travel,1072.04,Expense,4,2023
2023-04-16,Toward child future low.,Food & Drink,1530.46,Expense,4,2023
2023-04-20,Simply century the.,Shopping,716.06,Expense,4,2023
2023-04-20,Day already hold.,Utilities,360.44,Expense,4,2023
2023-04-21,About usually.,Health & Fitness,1828.82,Expense,4,2023
2023-04-22,Level animal minute probably.,Other,1664.0,Income,4,2023
2023-04-22,Officer fine.,Entertainment,1675.03,Expense,4,2023
2023-04-23,Customer expert mother significant.,Salary,1088.83,Expense,4,2023
2023-04-24,Chance event address.,Investment,1239.0,Income,4,2023
2023-04-25,Bill my near even wall.,Investment,663.0,Income,4,2023
2023-05-02,Each author party full kitchen.,Food & Drink,670.15,Expense,5,2023
2023-05-02,Likely push.,Utilities,688.11,Expense,5,2023
2023-05-03,Approach interview condition other.,Other,987.0,Income,5,2023
2023-05-05,Green forward cup serve speak.,Investment,1408.0,Income,5,2023
2023-05-05,Nothing behavior sort recognize.,Health & Fitness,1921.51,Expense,5,2023
2023-05-05,Financial popular short like.,Shopping,1176.17,Expense,5,2023
2023-05-07,Technology pay tree.,Health & Fitness,281.54,Expense,5,2023
2023-05-12,Record professor small.,Other,4491.0,Income,5,2023
2023-05-14,Maintain assume both long.,Utilities,1417.29,Expense,5,2023
2023-05-14,Should page camera.,Health & Fitness,454.24,Expense,5,2023
2023-05-14,Stage someone for power.,Utilities,762.98,Expense,5,2023
2023-05-15,Leave opportunity draw during city.,Travel,263.42,Expense,5,2023
2023-05-15,At decade really issue.,Shopping,1703.01,Expense,5,2023
2023-05-16,Skin name door production back.,Food & Drink,372.34,Expense,5,2023
2023-05-17,Boy other foot best.,Entertainment,1282.9,Expense,5,2023
2023-05-18,Final image our.,Other,1652.0,Income,5,2023
2023-05-19,Management produce bed stage.,Rent,483.61,Expense,5,2023
2023-05-20,Serious produce.,Utilities,1276.01,Expense,5,2023
2023-05-20,Factor past language day theory.,Health & Fitness,898.79,Expense,5,2023
2023-05-20,Some quickly truth view response.,Entertainment,1389.42,Expense,5,2023
2023-05-22,Old particularly.,Rent,1443.62,Expense,5,2023
2023-05-22,Summer system artist too.,Other,3937.0,Income,5,2023
2023-05-22,Reflect star.,Shopping,991.23,Expense,5,2023
2023-05-25,Technology tend.,Shopping,211.84,Expense,5,2023
2023-05-28,Reduce hour fish him.,Entertainment,333.69,Expense,5,2023
2023-05-29,Nation production little could.,Investment,2915.0,Income,5,2023
2023-05-29,Style child young prove.,Other,1357.0,Income,5,2023
2023-05-30,Author administration.,Investment,3575.0,Income,5,2023
2023-06-02,Window career case south.,Investment,4981.0,Income,6,2023
2023-06-03,Us perhaps lawyer interest star.,Rent,682.52,Expense,6,2023
2023-06-04,Difficult interesting account marriage.,Salary,1411.96,Expense,6,2023
2023-06-05,Especially unit office almost.,Utilities,1218.56,Expense,6,2023
2023-06-08,Low happy oil which bag.,Food & Drink,211.5,Expense,6,2023
2023-06-08,Let back three.,Entertainment,824.47,Expense,6,2023
2023-06-09,Line score whether.,Travel,1324.59,Expense,6,2023
2023-06-09,Something fine apply gas sing.,Rent,108.77,Expense,6,2023
2023-06-10,Mention light safe inside.,Salary,315.64,Expense,6,2023
2023-06-10,Cold reason our.,Shopping,184.38,Expense,6,2023
2023-06-13,Employee picture official of prevent.,Salary,407.35,Expense,6,2023
2023-06-15,Agree machine camera baby six.,Investment,2890.0,Income,6,2023
2023-06-16,Past every either.,Salary,1689.1,Expense,6,2023
2023-06-16,Company option character land space.,Shopping,947.18,Expense,6,2023
2023-06-17,Machine son television.,Travel,191.36,Expense,6,2023
2023-06-17,Whose other.,Utilities,748.33,Expense,6,2023
2023-06-19,Sell include himself produce.,Utilities,897.09,Expense,6,2023
2023-06-21,Official success approach.,Salary,534.17,Expense,6,2023
2023-06-22,Apply less.,Food & Drink,310.75,Expense,6,2023
2023-06-22,Live way two.,Rent,180.56,Expense,6,2023
2023-06-23,Raise hope enjoy most.,Shopping,1941.7,Expense,6,2023
2023-06-25,Eye something.,Food & Drink,1683.19,Expense,6,2023
2023-06-25,Which raise american truth.,Shopping,1931.6,Expense,6,2023
2023-06-25,Particular present evening establish.,Salary,1149.7,Expense,6,2023
2023-06-26,Pressure hospital significant.,Travel,167.12,Expense,6,2023
2023-06-30,Side mind question year finish.,Food & Drink,1009.18,Expense,6,2023
2023-07-01,Story activity.,Utilities,249.36,Expense,7,2023
2023-07-02,Billion land detail exist cover.,Utilities,1898.63,Expense,7,2023
2023-07-05,Begin voice prevent structure wear.,Investment,2078.0,Income,7,2023
2023-07-05,Beat painting heavy.,Other,1141.0,Income,7,2023
2023-07-06,To receive education.,Shopping,411.82,Expense,7,2023
2023-07-07,Police two.,Utilities,1669.88,Expense,7,2023
2023-07-07,Realize property show either.,Rent,183.18,Expense,7,2023
2023-07-10,Since him four.,Health & Fitness,1714.68,Expense,7,2023
2023-07-10,Western enough key.,Food & Drink,1575.24,Expense,7,2023
2023-07-10,Particular condition man.,Shopping,233.91,Expense,7,2023
2023-07-10,Shoulder despite poor tree resource.,Investment,1365.0,Income,7,2023
2023-07-11,Authority number.,Rent,1573.63,Expense,7,2023
2023-07-13,Affect marriage present a.,Health & Fitness,1757.01,Expense,7,2023
2023-07-15,Entire record toward off.,Salary,1148.33,Expense,7,2023
2023-07-15,Long identify road speech.,Utilities,558.07,Expense,7,2023
2023-07-15,Difficult his ready sister building.,Other,817.0,Income,7,2023
2023-07-15,Four field area young.,Health & Fitness,1384.12,Expense,7,2023
2023-07-15,Movement which ball least.,Other,2700.0,Income,7,2023
2023-07-16,Computer always his.,Food & Drink,682.35,Expense,7,2023
2023-07-17,Receive to piece.,Travel,567.89,Expense,7,2023
2023-07-18,Be plan same cause.,Rent,1945.27,Expense,7,2023
2023-07-19,Rest or.,Travel,1948.7,Expense,7,2023
2023-07-19,As music film move.,Health & Fitness,546.15,Expense,7,2023
2023-07-20,Already argue.,Rent,383.99,Expense,7,2023
2023-07-21,Brother southern project learn.,Shopping,1484.48,Expense,7,2023
2023-07-23,Scientist do author.,Health & Fitness,1643.82,Expense,7,2023
2023-07-25,President likely truth animal.,Utilities,140.58,Expense,7,2023
2023-07-26,Common anyone.,Shopping,279.94,Expense,7,2023
2023-07-27,Lay color.,Food & Drink,355.74,Expense,7,2023
2023-07-27,Box organization.,Entertainment,1675.58,Expense,7,2023
2023-07-30,Source international.,Salary,110.61,Expense,7,2023
2023-08-01,Building range national focus.,Entertainment,555.22,Expense,8,2023
2023-08-04,Or friend.,Shopping,1274.47,Expense,8,2023
2023-08-05,Center indeed recent.,Investment,2481.0,Income,8,2023
2023-08-07,Just understand american.,Salary,363.39,Expense,8,2023
2023-08-07,Partner sing administration main according.,Health & Fitness,695.06,Expense,8,2023
2023-08-09,Religious order.,Travel,1500.43,Expense,8,2023
2023-08-09,Really society live camera.,Travel,64.63,Expense,8,2023
2023-08-10,Mission include visit.,Investment,2313.0,Income,8,2023
2023-08-10,Conference matter wear physical site.,Entertainment,545.48,Expense,8,2023
2023-08-11,Above dog brother morning.,Food & Drink,1730.61,Expense,8,2023
2023-08-16,Gun seven music despite show.,Food & Drink,953.45,Expense,8,2023
2023-08-17,Apply both chance.,Investment,569.0,Income,8,2023
2023-08-17,Computer prove amount population.,Travel,1428.35,Expense,8,2023
2023-08-21,Itself free source.,Travel,853.38,Expense,8,2023
2023-08-22,Bit appear.,Health & Fitness,923.41,Expense,8,2023
2023-08-23,Citizen ahead method.,Travel,1357.62,Expense,8,2023
2023-08-25,Return or for.,Shopping,1173.13,Expense,8,2023
2023-08-27,Discover body direction down.,Other,2815.0,Income,8,2023
2023-08-30,Heart determine likely.,Rent,968.66,Expense,8,2023
2023-08-30,Three certain.,Travel,1284.78,Expense,8,2023
2023-08-30,Hold carry rest.,Travel,1315.68,Expense,8,2023
2023-08-30,Dark camera realize.,Travel,384.84,Expense,8,2023
2023-09-01,Carry surface learn.,Entertainment,1800.38,Expense,9,2023
2023-09-01,Detail far church some.,Shopping,1324.46,Expense,9,2023
2023-09-03,Wife talk beat tax majority.,Food & Drink,1314.25,Expense,9,2023
2023-09-04,List leg address into their.,Travel,1814.75,Expense,9,2023
2023-09-04,Its develop until watch.,Food & Drink,1170.22,Expense,9,2023
2023-09-04,Individual analysis.,Entertainment,692.9,Expense,9,2023
2023-09-07,Almost most look something.,Salary,1813.99,Expense,9,2023
2023-09-10,Manager bar send really.,Travel,1692.38,Expense,9,2023
2023-09-11,Car fast positive.,Utilities,594.63,Expense,9,2023
2023-09-11,Look fight.,Travel,1453.12,Expense,9,2023
2023-09-12,Section agency lawyer sign them.,Utilities,1894.38,Expense,9,2023
2023-09-12,Smile have less.,Rent,452.28,Expense,9,2023
2023-09-13,Audience throw four allow international.,Travel,846.74,Expense,9,2023
2023-09-14,My some skin ball thing.,Health & Fitness,528.51,Expense,9,2023
2023-09-14,War push thousand book half.,Rent,946.37,Expense,9,2023
2023-09-14,Hand possible relate night.,Rent,949.72,Expense,9,2023
2023-09-15,Wonder draw box.,Investment,3626.0,Income,9,2023
2023-09-15,That reflect send set fly.,Shopping,117.58,Expense,9,2023
2023-09-16,Quite everyone as generation.,Utilities,1984.77,Expense,9,2023
2023-09-16,Money but report question.,Salary,295.02,Expense,9,2023
2023-09-21,Later happy pull.,Utilities,1560.09,Expense,9,2023
2023-09-21,Throughout leader bag.,Utilities,633.69,Expense,9,2023
2023-09-23,When baby clearly.,Other,2740.0,Income,9,2023
2023-09-24,Many themselves minute.,Utilities,1156.8,Expense,9,2023
2023-09-28,Indicate radio use.,Investment,1560.0,Income,9,2023
2023-09-29,Information scene again country.,Shopping,812.75,Expense,9,2023
2023-10-03,Strong mind from.,Shopping,19.29,Expense,10,2023
2023-10-04,Pretty skin main program.,Health & Fitness,1900.64,Expense,10,2023
2023-10-04,Knowledge fight car smile commercial.,Entertainment,45.65,Expense,10,2023
2023-10-05,Machine wife show.,Investment,2353.0,Income,10,2023
2023-10-06,Good lay coach.,Health & Fitness,631.06,Expense,10,2023
2023-10-08,Expect win stuff realize project.,Other,1868.0,Income,10,2023
2023-10-08,Draw american first.,Investment,2942.0,Income,10,2023
2023-10-08,Employee continue none alone.,Salary,1458.39,Expense,10,2023
2023-10-09,Challenge large wish move.,Health & Fitness,872.99,Expense,10,2023
2023-10-09,Identify material.,Utilities,692.04,Expense,10,2023
2023-10-11,Until choose wife national.,Health & Fitness,1502.73,Expense,10,2023
2023-10-13,Positive far time wide.,Other,656.0,Income,10,2023
2023-10-14,Son rock two.,Utilities,430.27,Expense,10,2023
2023-10-14,Rule too.,Investment,1508.0,Income,10,2023
2023-10-15,Bring agent pay detail group.,Food & Drink,756.63,Expense,10,2023
2023-10-15,Part crime.,Food & Drink,1191.91,Expense,10,2023
2023-10-16,Sit short cultural.,Investment,661.0,Income,10,2023
2023-10-17,Support quality whatever wish hour.,Investment,3914.0,Income,10,2023
2023-10-17,Owner memory argue project.,Rent,1099.09,Expense,10,2023
2023-10-27,Respond into history.,Utilities,418.93,Expense,10,2023
2023-10-27,General final knowledge.,Food & Drink,609.22,Expense,10,2023
2023-10-29,Democratic thousand.,Travel,1249.37,Expense,10,2023
2023-10-30,Eye south wife interest.,Shopping,1663.0,Expense,10,2023
2023-10-30,Structure our century.,Investment,2815.0,Income,10,2023
2023-11-04,Write moment friend value.,Investment,4577.0,Income,11,2023
2023-11-05,According police.,Investment,2654.0,Income,11,2023
2023-11-08,Company left nothing trip.,Entertainment,722.26,Expense,11,2023
2023-11-08,Strategy face make.,Utilities,88.42,Expense,11,2023
2023-11-08,Fight nice less agree able.,Entertainment,1379.53,Expense,11,2023
2023-11-09,What strong line.,Entertainment,15.45,Expense,11,2023
2023-11-09,Conference trade population agreement.,Rent,1672.11,Expense,11,2023
2023-11-11,Yes at seat ok.,Utilities,1899.4,Expense,11,2023
2023-11-11,Than physical live reason.,Rent,1449.89,Expense,11,2023
2023-11-13,Mention offer suddenly clear.,Other,2393.0,Income,11,2023
2023-11-14,Floor there career.,Travel,535.61,Expense,11,2023
2023-11-14,Evening information.,Investment,823.0,Income,11,2023
2023-11-15,Face morning.,Health & Fitness,1605.18,Expense,11,2023
2023-11-17,Create physical share out cold.,Rent,199.05,Expense,11,2023
2023-11-18,Step rate feeling rate.,Food & Drink,29.25,Expense,11,2023
2023-11-21,Move goal.,Investment,3192.0,Income,11,2023
2023-11-21,Carry example.,Salary,1910.63,Expense,11,2023
2023-11-22,Future treat bill choice.,Rent,751.52,Expense,11,2023
2023-11-23,Somebody next ready.,Rent,807.55,Expense,11,2023
2023-11-23,Republican reduce sort individual trouble.,Travel,1673.06,Expense,11,2023
2023-11-26,Type look find.,Salary,1601.8,Expense,11,2023
2023-11-26,Stage threat our.,Utilities,234.98,Expense,11,2023
2023-11-26,Report agreement sport.,Food & Drink,1963.32,Expense,11,2023
2023-11-26,Task central dinner.,Rent,837.9,Expense,11,2023
2023-11-27,Candidate bad real.,Salary,370.71,Expense,11,2023
2023-11-27,Affect machine.,Health & Fitness,1226.6,Expense,11,2023
2023-11-28,Cultural allow.,Utilities,971.33,Expense,11,2023
2023-11-28,Arrive budget education at property.,Shopping,886.97,Expense,11,2023
2023-11-29,Turn day top.,Other,601.0,Income,11,2023
2023-12-05,Ahead certainly second everyone.,Entertainment,1956.01,Expense,12,2023
2023-12-05,Goal talk sit party.,Health & Fitness,1043.01,Expense,12,2023
2023-12-06,Attention standard shake more respond.,Rent,871.37,Expense,12,2023
2023-12-08,Top mr wind.,Salary,698.04,Expense,12,2023
2023-12-09,Turn surface listen.,Shopping,305.82,Expense,12,2023
2023-12-09,Pull blue strong wonder.,Food & Drink,33.17,Expense,12,2023
2023-12-10,Method imagine seven.,Salary,1705.22,Expense,12,2023
2023-12-11,Letter mind many.,Rent,1505.35,Expense,12,2023
2023-12-13,News american foreign.,Health & Fitness,1940.59,Expense,12,2023
2023-12-14,Exist outside find wish.,Investment,3601.0,Income,12,2023
2023-12-14,Network fact talk.,Entertainment,166.87,Expense,12,2023
2023-12-18,Thus sort.,Salary,185.16,Expense,12,2023
2023-12-20,Actually purpose public.,Health & Fitness,246.23,Expense,12,2023
2023-12-21,Mission put budget house.,Food & Drink,214.26,Expense,12,2023
2023-12-22,Ask window full.,Food & Drink,1653.56,Expense,12,2023
2023-12-23,Do interesting material.,Travel,1781.32,Expense,12,2023
2023-12-25,Event smile popular hundred live.,Salary,1901.21,Expense,12,2023
2023-12-26,Memory challenge lawyer business.,Food & Drink,1635.01,Expense,12,2023
2023-12-27,Discuss wall ahead scene.,Health & Fitness,1124.7,Expense,12,2023
2023-12-29,Question will him quickly.,Salary,1436.15,Expense,12,2023
2023-12-29,Perform benefit baby.,Salary,236.91,Expense,12,2023
2023-12-29,Society dark product make.,Entertainment,14.37,Expense,12,2023
2024-01-02,Gas teacher national weight all.,Travel,1099.9,Expense,1,2024
2024-01-02,Himself fire heavy.,Rent,101.1,Expense,1,2024
2024-01-04,Allow news.,Investment,3852.0,Income,1,2024
2024-01-04,Man care resource.,Investment,2036.0,Income,1,2024
2024-01-07,Notice make.,Other,2266.0,Income,1,2024
2024-01-09,Occur live take media hot.,Entertainment,1436.41,Expense,1,2024
2024-01-09,Wife pay good within fly.,Other,880.0,Income,1,2024
2024-01-10,And student give score agree.,Rent,1546.57,Expense,1,2024
2024-01-11,Best generation group goal.,Utilities,1928.07,Expense,1,2024
2024-01-11,Doctor fine be.,Investment,4045.0,Income,1,2024
2024-01-11,Boy college mrs.,Salary,1849.5,Expense,1,2024
2024-01-12,Price institution method inside.,Utilities,1386.72,Expense,1,2024
2024-01-13,Onto worry help hope.,Investment,1348.0,Income,1,2024
2024-01-14,Space beyond.,Health & Fitness,1013.18,Expense,1,2024
2024-01-15,Market specific property coach.,Entertainment,554.46,Expense,1,2024
2024-01-16,Wide cut player wind.,Travel,911.16,Expense,1,2024
2024-01-16,Degree enter father of source.,Other,4696.0,Income,1,2024
2024-01-16,Behind front attack song little.,Health & Fitness,1426.63,Expense,1,2024
2024-01-17,Somebody prepare few sound.,Entertainment,409.77,Expense,1,2024
2024-01-19,Finish increase economy middle public.,Travel,1376.36,Expense,1,2024
2024-01-19,Thing physical might.,Utilities,1962.86,Expense,1,2024
2024-01-19,Material produce station visit environmental.,Utilities,1012.75,Expense,1,2024
2024-01-19,Table trade various risk art.,Health & Fitness,1423.6,Expense,1,2024
2024-01-20,Leg drive second she.,Salary,1169.78,Expense,1,2024
2024-01-22,Five store ask data.,Shopping,1351.74,Expense,1,2024
2024-01-23,Statement position either.,Travel,1756.18,Expense,1,2024
2024-01-24,Draw change agree someone.,Food & Drink,1050.23,Expense,1,2024
2024-01-25,Magazine yard instead town.,Investment,934.0,Income,1,2024
2024-01-26,Evening ahead smile.,Entertainment,541.29,Expense,1,2024
2024-01-26,Compare system white magazine after.,Travel,1369.95,Expense,1,2024
